Oklahoma State,21,0.727,30.2,23.5,4.92,15,0.24,0.65,0.52,1.336010558,0.119,-0.1,0.75,0.86,0.5027
Oregon,25,0.571,31.3,28.3,-1.77,9,0.55,-0.2,1.58,1.29442179,0.128,1.2,0.34,0.81,0.4157
Oregon State,26,0.286,28.9,33.3,-2.98,0,0.35,-0.83,-0.9,1.152816643,0.189,0.8,0.35,0.82,0.4477
Penn State,26,0.444,29.8,27.7,3.99,7,-0.1,0.14,0.3,1.213337156,0.123,0.7,0.74,0.63,0.5801
Pitt,26,0.545,29,24.5,-1.19,0,-0.37,0.2,-0.32,0,0.167,-0.5,0.77,0.6,0.5244
Purdue,26,0.333,27.2,29.8,2.66,0,0.36,-0.47,0.34,1.186243942,0.061,-0.7,0.76,0.73,0.4706
Rice,26,0.4,23.4,18.8,-7.97,0,-0.92,0.47,-0.43,1.15168126,0.13,-0.4,0.63,0.96,0.6184
Rutgers,26,0.333,26.7,32.1,3.18,0,-0.8,-0.07,-1.18,1.26158878,0.14,-1.1,0.76,0.79,0.452
SMU,26,0.7,38.6,30.9,-6.14,0,0.62,-0.4,1.2,1.364724138,0.118,0.3,0.75,0.53,0.5125
San Diego State,26,0.5,24.6,17.8,-4.82,0,-0.45,0.83,0.79,1.230056749,0.043,1.6,0.52,0.6,0.5206
San Jose State,26,0.875,28.6,19.9,-1.71,0,0.5,0.51,1.68,0,0.08,0.8,0.49,0.63,0.4617
South Alabama,26,0.364,19.9,27.3,-3.64,0,-0.4,-0.36,-1.1,1.359403,0.158,-0.5,0.7,0.6,0.5098
South Carolina,26,0.2,23.5,36,7.42,0,-0.05,-0.96,-1.2,1.29773725,0.212,0.2,0.72,0.72,0.4797
South Florida,26,0.111,23.1,39.9,-1.28,0,-0.69,-1,-1.66,1.242714616,0.156,-0.3,0.68,0.74,0.4524
Southern Mississippi,26,0.3,25.3,32.3,-7.79,0,-0.33,-1.11,-0.21,1.382873186,0.219,-0.9,0.7,0.58,0.4746
Stanford,26,0.667,29.3,31.7,-3,0,0.89,-1.05,-0.56,1.217251134,0.161,-0.1,0.71,0.74,0.5385
Syracuse,26,0.091,17.8,32.7,1.53,0,-1.13,-0.23,-2.06,1.302726426,0.167,1,0.61,0.42,0.4157
Texas Christian,26,0.6,30.8,24.2,3.71,0,0.19,0.54,0.65,1.352151079,0.163,0,0.61,0.68,0.5076
Temple,26,0.143,19.9,37.1,-3.83,0,-1.07,-0.81,-1.91,1.232353351,0.19,0.1,0.73,0.38,0.5497
Tennessee,26,0.3,21.5,30.1,8.89,25,-0.28,-0.15,-0.65,1.1904442,0.143,-0.5,0.68,0.69,0.4741
Texas,20,0.7,42.7,28.5,3.75,14,0.96,0.2,1.03,1.372914171,0.124,0.4,0.66,0.82,0.4661
Texas A&M,5,0.9,32.6,21.7,6.44,13,0.9,0.29,0.91,1.194848421,0.104,-0.4,0.8,0.74,0.5756
Texas State,26,0.167,27.7,38.2,-0.84,0,-0.01,-0.92,-0.56,1.37296007,0.165,-0.9,0.59,0.32,0.4243
Texas Tech,26,0.4,29.1,36.7,3.53,0,0.03,-0.06,0.17,1.244379949,0.103,0.5,0.48,0.71,0.4155
Toledo,26,0.667,35,24.3,3.94,0,0.65,0.26,0.86,1.354997337,0.139,-0.9,0.72,0.7,0.5319
Troy,26,0.455,27.4,25.7,-4.33,0,-0.05,0.3,0.1,1.23534525,0.107,-0.1,0.48,0.71,0.4601
Tulane,26,0.5,34.7,28.1,-4.3,0,0.1,-0.33,-0.06,1.276677895,0.153,-0.3,0.31,0.58,0.4922
Tulsa,24,0.667,27.1,21.6,0.42,0,-0.18,0.73,0.82,1.282916509,0.081,-0.1,0.88,0.34,0.4888
UAB,26,0.667,28.4,21.4,-4.28,0,-0.08,0.17,0.63,1.273114632,0.121,-0.6,0.82,0.8,0.5165
UCF,26,0.6,42.2,33.2,-1.78,21,1.12,-0.5,0.28,1.29809956,0.163,0.5,0.67,0.75,0.4629
UCLA,26,0.429,35.4,30.7,-2.97,0,0.65,-0.13,0.82,1.312302448,0.138,-0.7,0.75,0.53,0.4906
Nevada-Las Vegas,26,0,17.3,38,-1.84,0,-0.21,-1.35,-2.64,1.310823085,0.234,-0.4,0.8,0.29,0.4715
USC,26,0.833,33.3,26,-3.68,17,0.44,0.32,-0.17,1.241875948,0.129,-0.8,0.77,0.87,0.491
UTEP,26,0.375,23,31,-11.41,0,-1.09,-1.19,-1.39,1.357316029,0.2,-0.3,0.39,0.44,0.6094
UTSA,26,0.583,28.3,25.7,-6.71,0,-0.28,-0.36,-0.16,1.214374185,0.145,-0.5,0.76,0.53,0.4724
Utah,26,0.6,30.2,26,-2.93,22,-0.52,0.65,0.25,1.275978185,0.127,0.7,0.48,0.27,0.5466
Utah State,26,0.167,15.5,35.2,-2.55,0,-0.59,-1.38,-2.01,1.303112275,0.242,-0.2,0.51,0.57,0.4215
Vanderbilt,26,0,14.8,37.3,6.39,0,-0.61,-1.29,-2.35,1.185265438,0.221,-0.2,0.35,0.93,0.5125
Virginia,26,0.5,30.7,29.6,-0.09,0,0,0.08,-0.9,1.279433212,0.204,0,0.51,0.81,0.4926
Virginia Tech,26,0.455,31.1,32.1,1.78,0,0.49,-0.18,0.86,1.243915515,0.137,-0.4,0.74,0.89,0.5118
Wake Forest,26,0.444,36,32.8,0.12,0,0.51,-0.36,-0.35,1.349661147,0.156,0.8,0.33,0.67,0.4523
Washington,26,0.75,30.3,25,-5.89,0,1.11,-0.14,1.43,1.254898446,0.028,0.7,0.3,0.74,0.524
Washington State,26,0.25,27,38.5,-0.09,0,0.14,-1.19,-0.91,1.184459401,0.178,-0.8,0.36,0.8,0.5886
West Virginia,26,0.6,26.5,20.5,1.07,0,-0.15,0.57,0.45,1.286425211,0.071,-0.8,0.71,0.58,0.5378
Western Kentucky,26,0.417,19,25.3,-6.07,0,-1.03,-0.27,-0.97,1.084156548,0.093,-0.3,0.53,0.89,0.4938
Western Michigan,26,0.667,41.7,34.2,5.72,0,1.81,-0.93,1.82,1.272687373,0.145,0.7,0.41,0.5,0.4847
Wisconsin,26,0.571,25.1,17.4,4.33,12,-0.36,0.95,-0.56,1.120176342,0.1,0,0.62,0.81,0.5859
Wyoming,26,0.333,26.5,21,-7.94,0,-0.66,0.67,0.55,1.231335321,0.086,0.4,0.69,0.52,0.5033
Air Force,26,0.846,34.1,19.8,-2.22,0,0.85,0.15,0.56,1.053766195,0.094,-0.3,0.62,0.62,0.5564
Akron,26,0,10.5,36.3,-7.06,0,-2.1,-1.21,-1.98,1.298995822,0.161,-1.3,0.67,0.44,0.4753
Alabama,13,0.846,47.2,18.6,2.81,2,2.39,0.93,3.11,1.380326363,0.092,1.2,0.67,0.59,0.4942
Appalachian State,20,0.929,38.8,20,-3.8,0,0.34,0.51,1.05,1.348909578,0.108,1.1,0.87,0.61,0.5216
Arizona,26,0.333,26.9,35.8,3.17,0,-0.02,-0.42,-0.67,1.312023213,0.168,-0.5,0.61,0.82,0.4355
Arizona State,26,0.615,24.8,22.4,2.34,0,-0.09,0.36,0,1.225810573,0.117,1.1,0.52,0.81,0.4631
Arkansas,26,0.167,21.4,36.8,4.84,0,-0.4,-0.65,-1.59,1.332427848,0.246,-0.6,0.64,0.6,0.4515
Arkansas State,26,0.615,33.7,34.2,-3.93,0,-0.15,-0.45,-0.05,1.372948082,0.149,-0.4,0.53,0.75,0.4356
Army,26,0.385,28.5,23,-4.7,0,-0.22,-0.39,-0.62,1.111512288,0.136,-0.3,0.8,0.51,0.5946
Auburn,12,0.692,33.2,19.5,7.72,16,0.54,1.24,0.45,1.158186069,0.129,0.2,0.54,0.67,0.4441
BYU,26,0.538,28.5,25.5,-1.23,0,0.01,-0.13,0.59,1.213722105,0.106,0,0.69,0.57,0.5158
Ball State,26,0.417,34.8,31.4,-4.43,0,-0.03,-0.3,-0.3,1.215948097,0.122,0.7,0.66,0.84,0.506
Baylor,7,0.786,33.6,19.8,2.62,0,0.38,1.03,1.37,1.244198079,0.071,0.8,0.65,0.85,0.4699
Boise State,19,0.857,34.7,21.9,-2.28,0,0.36,0.26,0.85,1.280878787,0.091,0.1,0.4,0.77,0.5067
Boston College,26,0.462,29,32.2,1.17,0,0.46,-0.6,-0.7,1.231413773,0.17,0.2,0.69,0.38,0.4845
Bowling Green,26,0.25,16,38.6,-3.66,0,-1.37,-1.49,-3.25,1.122500265,0.313,-0.5,0.71,0.42,0.471
Buffalo,26,0.615,31.5,21.3,-6.49,0,-0.15,0.34,0.39,1.131947639,0.14,0.6,0.4,0.46,0.5994
California,26,0.615,21.2,21.9,2.69,0,0.04,0.25,-0.24,1.293008404,0.079,0.5,0.51,0.78,0.4792
Central Michigan,26,0.571,30.4,28.3,-6.41,0,-0.04,-0.48,0.66,1.267504997,0.149,-0.7,0.83,0.4,0.4911
Charlotte,26,0.538,29.8,32.4,-5.41,0,0.27,-1.13,0.19,1.321644791,0.15,-0.1,0.6,0.69,0.5307
Cincinnati,21,0.786,29.6,20.6,2.51,0,0.14,0.65,0.16,1.195555596,0.106,0.4,0.71,0.71,0.5079
Clemson,3,0.933,43.9,13.5,2.7,1,1.53,1.63,3.37,1.341111752,0.113,0.9,0.77,0.52,0.5257
Coastal Carolina,26,0.417,30.3,30.5,-6.02,0,-0.26,-0.92,-0.75,1.123329118,0.173,-0.1,0.63,0.73,0.5483
Colorado,26,0.417,23.5,31.8,5.07,0,0.33,-0.53,-1.04,1.126304961,0.184,0.3,0.71,0.64,0.5384
Colorado State,26,0.333,28.1,31.2,-3.59,0,-0.45,-0.58,0.24,1.313196206,0.148,-0.9,0.36,0.55,0.5226
Connecticut,26,0.167,18.9,40.5,-1.33,0,-1,-1,-2.24,-1,0.238,-0.5,-1,-1,-1
Duke,26,0.417,25.3,29.2,2.03,0,-0.48,0.33,-0.83,1.164840159,0.115,-1,0.37,0.71,0.4474
East Carolina,26,0.333,26.8,33.7,-2.85,0,-0.15,-1.3,-1.37,1.213502815,0.197,-0.1,0.65,0.56,0.4906
Eastern Michigan,26,0.462,29.2,30.6,-5.81,0,0.05,-0.72,0.23,1.207713353,0.153,0.4,0.53,0.49,0.4662
Florida,9,0.846,33.2,15.5,2.91,8,0.94,0.71,1.41,1.299453088,0.118,0.1,0.77,0.71,0.5158
Florida Atlantic,26,0.786,36.4,22.7,-2.43,0,0.36,0.55,0.6,1.371125291,0.152,1.5,0.57,0.56,0.4686
Florida International,26,0.462,26.5,27.2,-6.96,0,-0.34,-0.56,0.16,1.185616105,0.102,0.2,0.85,0.76,0.4748
Florida State,26,0.462,27.9,27.8,2.32,0,0.02,0.28,0.01,1.387758015,0.107,-0.3,0.74,0.8,0.4256
Fresno State,26,0.333,30,30.1,-3.12,0,-0.18,-0.44,0.26,1.243589291,0.127,0.5,0.34,0.41,0.4671
Georgia,5,0.857,30.8,12.6,5.21,3,0.79,1.24,1.92,1.128694954,0.036,0.2,0.53,0.72,0.5377
Georgia Southern,26,0.538,28.2,28.2,-1.61,0,-0.48,-0.1,-0.69,1.189648468,0.143,0.6,0.76,0.74,0.5857
Georgia State,26,0.538,31.2,36.2,-3.84,0,0.25,-1.07,-0.72,1.184249956,0.182,0,0.73,0.73,0.5069
Georgia Tech,26,0.25,16.7,32.4,2.42,0,-0.35,-0.54,-1.29,1.305071182,0.162,-0.5,0.44,0.55,0.4651
Hawaii,26,0.667,33.9,31.9,-1.75,0,0.63,-0.82,0.14,1.165249433,0.212,-0.6,0.73,0.84,0.5295
Houston,26,0.333,30.7,34,3.25,0,0.08,-0.37,-0.79,1.300852125,0.235,-0.5,0.82,0.39,0.5407
Illinois,26,0.462,26.7,26.2,0.61,0,-0.29,0.04,-0.96,1.291165831,0.148,0.8,0.7,0.81,0.433
Indiana,26,0.615,31.8,24.4,1.49,0,0.75,-0.28,0.16,1.182703696,0.214,0.2,0.78,0.77,0.5138
Iowa,16,0.769,25.8,14,4.44,20,0.2,0.94,0.96,1.099479776,0.079,0.7,0.72,0.57,0.558
Iowa State,26,0.538,32.2,25.9,4.53,21,0.82,0.33,1.03,1.271379254,0.097,-0.2,0.53,0.68,0.4985
Kansas,26,0.25,23.5,36.1,3.19,0,-0.22,-0.64,-0.5,1.294872196,0.171,-1,0.49,0.56,0.4423
Kansas State,26,0.615,29.6,21.4,2.64,0,0.28,0.53,-0.47,1.165566961,0.15,-0.1,0.69,0.75,0.5498
Kent State,26,0.538,29.2,31.8,-3.73,0,0.13,-1.26,-0.74,1.110564723,0.135,0.5,0.86,0.73,0.4253
Kentucky,26,0.615,27.2,19.3,0.15,0,0.21,0.27,0.14,1.262181806,0.142,-0.2,0.64,0.39,0.524
LSU,1,1,48.4,21.9,6.6,6,2.43,0.98,3.16,1.274152053,0.113,0.8,0.82,0.7,0.5089
Liberty,26,0.615,32.8,28.1,-8.54,0,-0.15,-0.55,0.78,1.218315282,0.126,0.1,0.79,0.68,0.4603
Louisiana Tech,26,0.769,32.5,21.8,-9.51,0,-0.22,0.02,0.99,1.217699911,0.065,0.5,0.76,0.68,0.4872
Louisiana,26,0.786,37.9,19.7,-3.25,0,0.79,-0.04,1.07,1.183671545,0.11,0.4,0.63,0.66,0.4919
Louisiana-Monroe,26,0.417,31.6,38.7,-1.26,0,0.47,-0.93,-0.38,1.327437875,0.207,0,0.61,0.7,0.4763
Louisville,26,0.615,33.1,33.4,2.55,0,0.7,-0.47,-0.18,1.503511232,0.203,0,0.69,0.79,0.5369
Marshall,26,0.615,25.8,25,-2.38,0,-0.33,-0.2,-0.07,1.175827888,0.104,-0.1,0.63,0.5,0.5388
Maryland,26,0.25,25.3,34.7,4.57,0,-0.59,-0.48,-1.51,1.384503168,0.172,-0.5,0.69,0.56,0.45
Massachusetts,26,0.083,19.8,52.7,-8.87,0,-1.49,-2.74,-4.46,1.299984557,0.336,0.2,0.4,0.45,0.4479
Memphis,17,0.857,40.4,26.4,2.09,0,1.17,0.08,1.67,1.417387318,0.114,0,0.79,0.82,0.4821
Miami (FL),26,0.462,25.7,20.2,-0.18,0,-0.25,0.5,0.64,1.308199787,0.099,0.2,0.63,0.57,0.4957
Miami (OH),26,0.571,24.1,28.1,-1.67,0,-0.76,-0.08,-0.25,1.156369886,0.139,0,0.57,0.57,0.4653
Michigan,14,0.692,31.7,20.7,7.88,7,0.67,0.83,1.27,1.199886874,0.094,0,0.76,0.5,0.4931
Michigan State,26,0.538,22.4,22.5,5.6,18,0,0.61,0.5,1.148019301,0.105,-0.2,0.78,0.53,0.5027
Middle Tennessee State,26,0.333,26.3,29.9,-2.69,0,-0.05,-0.71,-0.47,1.276276201,0.157,0.3,0.45,0.51,0.4585
Minnesota,18,0.846,34.1,22.5,2.11,0,1.31,0.35,1.53,1.247291746,0.095,0.3,0.9,0.66,0.5532
Ole Miss,26,0.333,26.6,26.5,3.82,0,0.35,0.25,-0.21,1.334595367,0.171,-0.1,0.3,0.71,0.4604
Mississippi State,26,0.462,27.6,28.8,5.95,0,0.48,-0.05,-0.59,1.242441241,0.174,-0.1,0.59,0.56,0.5349
Missouri,26,0.5,25.3,19.4,0.46,0,-0.02,0.43,-0.22,1.125070084,0.091,0.1,0.54,0.67,0.5172
Navy,23,0.846,37.2,22.3,0.83,0,0.98,0.2,1.33,1.339554061,0.132,0.5,0.47,0.41,0.5419
Nebraska,26,0.417,28,27.8,4,24,-0.02,0.17,0.29,1.280665462,0.127,0,0.59,0.55,0.489
Nevada,26,0.538,21.3,31.9,-4.8,0,-0.86,-0.58,-1.11,1.24825796,0.156,-0.3,0.71,0.54,0.5379
New Mexico,26,0.167,22.3,37.2,-2.2,0,-0.79,-1.2,-1.32,1.261405751,0.233,-1.5,0.59,0.43,0.4907
New Mexico State,26,0.167,21.7,41,-3.78,0,-1,-1,-2.16,0,0.224,-1.3,-1,-1,-1
North Carolina,26,0.538,33.1,23.7,1.22,0,0.64,0.01,0.35,1.285891821,0.098,0.5,0.81,0.61,0.4808
North Carolina State,26,0.333,22.1,30.1,-0.91,0,-0.7,-0.48,-0.7,1.090206155,0.131,-1.3,0.32,0.74,0.498
North Texas,26,0.333,30.6,32.5,-6.3,0,-0.56,-0.85,-0.42,1.291327629,0.167,-0.5,0.79,0.48,0.4274
Northern Illinois,26,0.417,22.8,28.2,-5.68,0,-0.71,-0.55,-1.04,1.273539159,0.202,-0.6,0.64,0.75,0.5309
Northwestern,26,0.25,16.3,23.6,3.46,0,-0.91,0.47,-0.65,1.095333026,0.023,-0.8,0.53,0.71,0.4999
Notre Dame,15,0.846,36.8,17.9,3.3,9,0.67,1.07,1.66,1.2765547,0.062,1.3,0.57,0.55,0.4742
Ohio,26,0.538,34.3,26.5,-6.32,0,0.43,-0.79,0.78,1.215287015,0.162,-0.3,0.41,0.63,0.5098
Ohio State,2,0.929,46.9,13.7,7.32,5,2.1,1.4,2.85,1.339907,0.062,0.6,0.42,0.85,0.5192
Oklahoma,4,0.857,42.1,27.3,4.36,4,1.8,0.01,2.13,1.308687194,0.146,-0.8,0.46,0.81,0.5153
Oklahoma State,25,0.615,32.5,26.8,3.46,0,0.59,0.21,0.6,1.264151928,0.183,-0.1,0.56,0.68,0.4912
Oregon,6,0.857,35.4,16.5,3.6,11,0.85,1.11,1.42,1.208515996,0.075,1.2,0.73,0.71,0.459
Oregon State,26,0.417,31.2,32.5,3.18,0,0.63,-0.75,-0.78,1.303327213,0.21,0.8,0.62,0.86,0.5075
Penn State,10,0.846,35.8,16,4.88,15,0.83,0.86,1.05,1.309314107,0.074,0.7,0.44,0.68,0.4249
Pitt,26,0.615,21.2,22.5,0.52,0,-0.49,0.6,0.38,0,0.113,-0.5,0.64,0.64,0.5147
Purdue,26,0.333,25.8,30.6,4.15,0,0.13,-0.34,-0.53,1.230064487,0.146,-0.7,0.37,0.72,0.4587
Rice,26,0.25,17.9,25.9,-3.21,0,-0.91,-0.6,-1.17,1.213240416,0.152,-0.4,0.76,0.85,0.518
Rutgers,26,0.167,13.3,36.7,4.93,0,-1.1,-0.87,-2.4,1.115471141,0.211,-1.1,0.75,0.44,0.5052
SMU,26,0.769,41.8,33.4,0.64,0,0.74,-0.13,0.46,1.308619049,0.146,0.3,0.68,0.79,0.4891
San Diego State,26,0.769,21.2,12.7,-5.85,0,-0.68,0.49,0.06,1.056176602,0.094,1.6,0.66,0.69,0.5871
San Jose State,26,0.417,30.1,31.9,-3.83,0,0.13,-1.01,0.33,0,0.146,0.8,0.63,0.62,0.4656
South Alabama,26,0.167,18.4,30.7,-1.44,0,-0.96,-0.41,-0.97,1.189303042,0.108,-0.5,0.44,0.51,0.4555
South Carolina,26,0.333,22.4,26.1,7.34,0,-0.29,0.63,-1.06,1.113515465,0.102,0.2,0.68,0.64,0.4596
South Florida,26,0.333,20.8,28.9,2.16,0,-0.73,0.1,-0.95,1.24248253,0.123,-0.3,0.83,0.55,0.475
Southern Mississippi,26,0.538,26.6,26.2,-3.67,0,-0.38,-0.18,-0.08,1.369040529,0.194,-0.9,0.94,0.71,0.5494
Stanford,26,0.333,21.7,29.8,5.7,25,0.01,-0.37,-0.76,1.18127662,0.128,-0.1,0.45,0.63,0.5572
Syracuse,26,0.417,28.3,30.7,-0.62,22,-0.36,-0.21,-1.52,1.247522842,0.197,1,0.55,0.71,0.5015
Texas Christian,26,0.417,30.3,26.4,3.6,0,0.03,0.66,-0.2,1.097021726,0.126,0,0.73,0.47,0.5664
Temple,26,0.615,26.3,25.9,-0.09,0,-0.52,0.25,0.03,1.228377743,0.11,0.1,0.64,0.61,0.5044
Tennessee,26,0.615,24.2,21.7,2.74,0,-0.07,0.51,0.61,1.279749673,0.079,-0.5,0.91,0.76,0.4764
Texas,26,0.615,35.2,27.5,5.8,10,0.99,0.21,-0.03,1.270587714,0.148,0.4,0.57,0.4,0.5114
Texas A&M,26,0.615,29.5,22.5,5.09,12,0.57,0.58,0.18,1.106805487,0.152,-0.4,0.62,0.49,0.5473
Texas State,26,0.25,18.4,32.6,-1.29,0,-1.17,-0.58,-1.08,1.373947883,0.133,-0.9,0.8,0.85,0.4574
Texas Tech,26,0.333,30.5,30.3,1.1,0,0.34,-0.23,-0.66,1.153352844,0.185,0.5,0.59,0.63,0.4801
Toledo,26,0.5,27.3,32.2,-5.26,0,-0.46,-1.01,-0.83,1.283438843,0.228,-0.9,0.5,0.57,0.5252
Troy,26,0.417,33.8,34.8,-5.42,0,0.29,-1.21,-0.04,1.23784012,0.227,-0.1,0.59,0.76,0.4784
Tulane,26,0.538,33.1,26.3,1.21,0,0.43,-0.07,0.17,1.245805668,0.126,-0.3,0.5,0.63,0.491
Tulsa,26,0.333,26.4,31.3,5.01,0,-0.05,0.22,-0.39,1.313788663,0.106,-0.1,0.71,0.79,0.5254
UAB,26,0.643,23.1,21.6,-7.88,0,-0.56,-0.28,0.81,1.211697274,0.112,-0.6,0.33,0.39,0.5315
UCF,26,0.769,43.4,23,-1.87,17,0.97,0.44,2.4,1.420983755,0.067,0.5,0.54,0.63,0.3919
UCLA,26,0.333,26.7,34.8,4.95,0,0.11,-0.33,-1.21,1.218910756,0.18,-0.7,0.61,0.81,0.4943
Nevada-Las Vegas,26,0.333,24.2,33,-3.97,0,-0.75,-0.63,-1.18,1.269161066,0.176,-0.4,0.8,0.56,0.4853
USC,22,0.615,32.5,29.4,5.64,0,0.91,0.08,1.14,1.156448552,0.09,-0.8,0.79,0.43,0.4952
UTEP,26,0.083,19.6,35.9,-8.52,0,-1.16,-1.75,-2.27,1.249927752,0.208,-0.3,0.58,0.35,0.5369
UTSA,26,0.333,20.3,33.9,-5.08,0,-0.84,-1.32,-1.97,1.214374185,0.258,-0.5,0.66,0.51,0.4925
Utah,11,0.786,32.3,15,2.29,14,0.88,0.95,1.85,1.244695422,0.122,0.7,0.9,0.59,0.5368
Utah State,26,0.538,29.2,30.7,-0.31,0,-0.46,-0.35,-0.14,1.153464472,0.132,-0.2,0.46,0.63,0.3767
Vanderbilt,26,0.25,16.5,31.8,2.97,0,-0.52,-0.68,-2.34,1.188659941,0.239,-0.2,0.72,0.43,0.487
Virginia,24,0.643,32.1,27.1,1.5,0,0.56,-0.15,-0.44,1.162970534,0.188,0,0.56,0.72,0.5601
Virginia Tech,26,0.615,30.8,24.7,-1.63,0,0.15,0.21,0.19,1.206848084,0.141,-0.4,0.6,0.96,0.5484
Wake Forest,26,0.615,31.8,29.1,0,0,0.15,0.14,-0.05,1.206539083,0.175,0.8,0.55,0.72,0.5112
Washington,26,0.615,32,19.4,2.68,13,0.38,0.74,0.62,1.171946066,0.056,0.7,0.67,0.34,0.477
Washington State,26,0.462,37.8,31.4,2.01,23,0.94,-0.66,0.05,1.160917963,0.202,-0.8,0.58,0.64,0.5073
West Virginia,26,0.417,20.6,28.8,3.16,0,-0.36,-0.15,-0.74,1.303571029,0.15,-0.8,0.42,0.67,0.4692
Western Kentucky,26,0.692,25.4,20.1,-5.08,0,-0.13,0.37,0.9,1.157387805,0.089,-0.3,0.81,0.72,0.5322
Western Michigan,26,0.538,33.1,25.9,-5.85,0,0.28,-0.42,0.16,1.343466866,0.145,0.7,0.84,0.85,0.5266
Wisconsin,8,0.714,34.1,16.9,7.73,19,1.35,0.93,1.5,1.164415948,0.142,0,0.85,0.6,0.6233
Wyoming,26,0.615,25.4,17.8,-4.28,0,-0.18,0.18,0.39,1.248764295,0.094,0.4,0.52,0.46,0.5019
Air Force,26,0.417,30.3,25.8,-3.8,0,0.37,-0.61,-0.45,1.123891737,0.172,-0.1,0.7,0.53,0.5143
Akron,26,0.333,18.9,27.2,-3.33,0,-1.33,-0.07,-1.01,1.285478931,0.088,-0.3,0.35,0.87,0.495
Alabama,26,0.933,45.6,18.1,6.63,1,2.2,1.39,3.2,1.296194519,0.112,0.5,0.62,0.53,0.5242
Appalachian State,26,0.846,37.3,15.5,-4.78,0,0.03,0.82,1.56,1.380382642,0.052,0.3,0.45,0.63,0.466
Arizona,26,0.417,31.3,32.6,0.76,0,0.07,-0.13,0.39,1.310870654,0.121,-0.4,0.7,0.79,0.4852
Arizona State,26,0.538,29.9,25.5,1.67,0,0.66,-0.17,0.12,1.211504289,0.114,0.8,0.78,0.48,0.5091
Arkansas,26,0.167,21.7,34.8,4.96,0,-0.57,-0.06,-1.42,1.177717183,0.149,-1.4,0.76,0.66,0.5216
Arkansas State,26,0.615,30.3,25.6,-4.69,0,-0.18,0.01,0.49,1.220087271,0.197,0.6,0.66,0.58,0.526
Army,26,0.846,32.8,17.7,-3.81,0,0.84,0.26,-0.39,1.105116769,0.146,1,0.42,0.74,0.649
Auburn,26,0.615,30.9,19.2,5.6,9,0.64,0.9,0.34,1.171912112,0.125,0.7,0.78,0.61,0.4613
BYU,26,0.538,27.2,21.4,-0.94,0,-0.01,-0.01,0.77,1.152318236,0.024,-0.2,0.85,0.76,0.51
Ball State,26,0.333,24.2,32.4,-4.08,0,-0.51,-0.89,-1.37,1.173055455,0.13,-0.4,0.84,0.85,0.4753
Baylor,26,0.538,29.5,31.7,3.02,0,0.56,-0.44,-0.93,1.23717119,0.256,-0.8,0.93,0.82,0.559
Boise State,26,0.769,35.4,22.1,-0.46,22,0.64,0.34,0.46,1.202384448,0.128,0.8,0.54,0.88,0.5411
Boston College,26,0.583,32,25.7,1.78,0,-0.09,0.24,-0.26,1.310262198,0.101,0.5,0.81,0.65,0.4552
Bowling Green,26,0.25,24.3,40,-4.11,0,-0.69,-1.19,-1.34,1.294783652,0.144,-0.9,0.68,0.85,0.4767
Buffalo,26,0.714,34.6,25.9,-5.29,0,0.57,-0.34,1.06,1.30272887,0.105,0,0.82,0.64,0.5127
California,26,0.538,21.5,20.4,0.67,0,-0.79,0.9,0.26,1.084783697,0.057,-0.2,0.85,0.68,0.4879
Central Michigan,26,0.083,15,27.3,-4.18,0,-1.54,-0.2,-1.68,1.055810811,0.104,-0.5,0.27,0.49,0.4682
Charlotte,26,0.417,21.7,26.6,-4.24,0,-0.69,-0.57,-1.38,1.202165343,0.162,0.1,0.76,0.9,0.5639
Cincinnati,26,0.846,34.9,17.2,-3.93,0,0.09,0.71,0.87,1.317877663,0.103,0,0.69,0.56,0.5519
Clemson,26,1,44.3,13.1,5.19,2,1.3,1.47,3.21,1.276313527,0.07,0.4,0.73,0.75,0.4761
Coastal Carolina,26,0.417,26.7,33.2,-3.25,0,-0.37,-1.44,-1.9,1.240720464,0.28,-0.5,0.65,0.7,0.5189
Colorado,26,0.417,27.1,27.3,0.08,0,-0.14,0.19,0.04,1.388072511,0.13,-0.5,0.44,0.51,0.4621
Colorado State,26,0.25,22.8,36.8,-2.49,0,-0.35,-0.97,-1.29,1.277459583,0.229,-0.7,0.27,0.44,0.5144
Connecticut,26,0.083,22.2,50.4,-1.32,0,-1,-1,-3.74,-1,0.438,-1.5,-1,-1,-1
Duke,26,0.615,29.4,27.4,3.6,0,0.24,0.17,0.18,1.260362596,0.11,-0.5,0.82,0.78,0.4597
East Carolina,26,0.25,22.8,37.3,-2.41,0,-0.82,-0.45,-1.02,1.37018742,0.176,-1,0.55,0.55,0.4856
Eastern Michigan,26,0.538,27,22.1,-4.85,0,-0.54,0.19,0.3,1.223208001,0.055,0.8,0.43,0.84,0.4457
Florida,26,0.769,35,20,4.04,0,0.85,0.89,0.57,1.155561969,0.119,0.7,0.77,0.74,0.4876
Florida Atlantic,26,0.417,31.1,31.8,-2.15,0,-0.1,-0.31,0.08,1.295099932,0.155,-0.6,0.53,0.9,0.4999
Florida International,26,0.692,34.6,25.2,-7.15,0,0.45,-0.85,0.38,1.388827038,0.118,0.6,0.5,0.37,0.4782
Florida State,26,0.417,21.9,31.5,4.92,19,-0.51,0.09,-0.25,1.396723641,0.106,-1.4,0.74,0.46,0.4843
